# angle ref     MM_init MM_fit  
-170.000    0.098    0.183    0.104
-160.000    0.390    0.685    0.393
-150.000    0.814    1.394    0.824
-140.000    1.327    2.147    1.319
-130.000    1.712    2.720    1.720
-120.000    1.862    2.926    1.874
-110.000    1.728    2.703    1.724
-100.000    1.330    2.123    1.330
 -90.000    0.853    1.384    0.849
 -80.000    0.403    0.676    0.408
 -70.000    0.101    0.179    0.111
 -60.000    0.005    0.001    0.001
 -50.000    0.104    0.187    0.109
 -40.000    0.408    0.691    0.410
 -30.000    0.857    1.404    0.859
 -20.000    1.356    2.148    1.348
 -10.000    1.739    2.719    1.734
   0.000    1.869    2.930    1.877
  10.000    1.742    2.719    1.734
  20.000    1.352    2.147    1.348
  30.000    0.858    1.403    0.860
  40.000    0.403    0.691    0.410
  50.000    0.104    0.187    0.109
  60.000    0.006    0.001    0.001
  70.000    0.101    0.180    0.111
  80.000    0.406    0.676    0.409
  90.000    0.854    1.384    0.850
 100.000    1.334    2.123    1.331
 110.000    1.727    2.706    1.728
 120.000    1.866    2.926    1.875
 130.000    1.725    2.720    1.720
 140.000    1.321    2.147    1.318
 150.000    0.837    1.399    0.829
 160.000    0.391    0.685    0.392
 170.000    0.102    0.183    0.103
 180.000    0.000    0.000    0.000
