# angle ref     MM_init MM_fit  
-170.000    0.546    0.032    0.557
-160.000    0.364    0.052    0.347
-150.000    0.421    0.441    0.436
-140.000    0.729    1.024    0.724
-130.000    1.059    1.561    1.049
-120.000    1.262    1.840    1.257
-110.000    1.224    1.751    1.230
-100.000    0.968    1.328    0.959
 -90.000    0.555    0.728    0.547
 -80.000    0.165    0.200    0.161
 -70.000    0.000    0.000    0.000
 -60.000    0.144    0.271    0.173
 -50.000    0.650    0.983    0.617
 -40.000    1.460    2.102    1.421
 -30.000    2.588    3.508    2.612
 -20.000    3.958    4.961    4.027
 -10.000    5.190    6.098    5.234
  -0.000    5.772    6.510    5.746
  10.000    5.430    6.005    5.325
  20.000    4.223    4.756    4.173
  30.000    2.743    3.189    2.801
  40.000    1.630    1.741    1.657
  50.000    1.006    0.707    0.986
  60.000    0.822    0.218    0.804
  70.000    1.080    0.312    1.070
  80.000    1.674    0.886    1.712
  90.000    2.719    1.882    2.724
 100.000    4.009    3.094    3.990
 110.000    5.372    4.228    5.312
 120.000    6.315    4.991    6.285
 130.000    6.482    5.145    6.547
 140.000    5.931    4.604    5.984
 150.000    4.760    3.536    4.756
 160.000    3.377    2.292    3.349
 170.000    2.126    1.182    2.104
 180.000    1.165    0.405    1.181
