# angle ref     MM_init MM_fit  
-170.000    0.094    0.175    0.084
-160.000    0.357    0.648    0.372
-150.000    0.807    1.308    0.813
-140.000    1.304    1.993    1.308
-130.000    1.743    2.519    1.734
-120.000    1.938    2.715    1.943
-110.000    1.879    2.525    1.859
-100.000    1.486    2.014    1.507
 -90.000    0.998    1.332    1.017
 -80.000    0.533    0.666    0.537
 -70.000    0.186    0.185    0.178
 -60.000    0.017    0.000    0.003
 -50.000    0.070    0.157    0.048
 -40.000    0.315    0.615    0.310
 -30.000    0.738    1.274    0.749
 -20.000    1.260    1.967    1.267
 -10.000    1.725    2.509    1.724
   0.000    1.951    2.715    1.944
  10.000    1.872    2.525    1.854
  20.000    1.485    2.011    1.497
  30.000    1.009    1.329    1.003
  40.000    0.533    0.665    0.522
  50.000    0.192    0.185    0.168
  60.000    0.037    0.006    0.011
  70.000    0.116    0.174    0.085
  80.000    0.387    0.645    0.371
  90.000    0.837    1.312    0.828
 100.000    1.343    2.002    1.346
 110.000    1.776    2.525    1.771
 120.000    1.929    2.714    1.940
 130.000    1.805    2.518    1.809
 140.000    1.436    1.997    1.438
 150.000    0.955    1.309    0.954
 160.000    0.504    0.643    0.487
 170.000    0.160    0.169    0.145
 180.000    0.000    0.000    0.000
