# angle ref     MM_init MM_fit  
-180.000    0.236    0.060    0.226
-170.000    0.563    0.378    0.574
-160.000    1.004    0.921    1.020
-150.000    1.476    1.554    1.466
-140.000    1.801    2.095    1.777
-130.000    1.816    2.369    1.831
-120.000    1.590    2.292    1.587
-110.000    1.154    1.904    1.139
-100.000    0.635    1.327    0.631
 -90.000    0.216    0.733    0.222
 -80.000    0.022    0.247    0.000
 -70.000    0.054    0.000    0.017
 -60.000    0.270    0.051    0.252
 -50.000    0.634    0.395    0.644
 -40.000    1.099    0.959    1.114
 -30.000    1.556    1.596    1.551
 -20.000    1.855    2.125    1.824
 -10.000    1.805    2.378    1.825
  -0.000    1.491    2.282    1.536
  10.000    1.076    1.874    1.057
  20.000    0.594    1.313    0.569
  30.000    0.175    0.717    0.197
  40.000    0.000    0.251    0.024
  50.000    0.071    0.023    0.060
  60.000    0.280    0.088    0.281
  70.000    0.630    0.437    0.653
  80.000    1.102    0.991    1.116
  90.000    1.598    1.627    1.579
 100.000    1.911    2.156    1.885
 110.000    1.881    2.417    1.898
 120.000    1.566    2.335    1.608
 130.000    1.173    1.943    1.127
 140.000    0.646    1.374    0.629
 150.000    0.197    0.775    0.242
 160.000    0.046    0.295    0.036
 170.000    0.072    0.032    0.036
