# angle ref     MM_init MM_fit  
-170.000    4.208    2.295    4.212
-160.000    5.039    3.050    5.136
-150.000    6.032    4.524    5.947
-140.000    6.397    5.237    6.452
-130.000    6.961    4.737    6.855
-120.000    5.806    4.039    5.950
-110.000    4.516    2.953    4.543
-100.000    3.009    1.712    2.988
 -90.000    1.915    0.741    1.765
 -80.000    1.104    0.221    1.285
 -70.000    1.422    0.065    1.391
 -60.000    2.001    0.259    1.825
 -50.000    2.321    0.798    2.466
 -40.000    2.966    1.593    3.080
 -30.000    3.636    2.396    3.452
 -20.000    3.830    3.082    3.732
 -10.000    3.438    3.330    3.652
  -0.000    3.508    3.175    3.498
  10.000    2.526    2.372    2.485
  20.000    1.586    1.411    1.446
  30.000    0.304    0.527    0.480
  40.000    0.000    0.077    0.012
  50.000    0.081    0.000    0.000
  60.000    0.591    0.381    0.564
  70.000    1.484    1.152    1.596
  80.000    2.901    2.201    2.900
  90.000    4.375    3.353    4.252
 100.000    5.513    4.397    5.414
 110.000    6.161    5.126    6.219
 120.000    6.420    5.384    6.496
 130.000    6.195    5.147    6.229
 140.000    5.556    4.514    5.595
 150.000    5.135    3.682    4.991
 160.000    4.290    2.823    4.304
 170.000    3.855    2.170    3.890
 180.000    3.947    1.963    3.894
