# angle ref     MM_init MM_fit  
-170.000   14.683   13.069   15.943
-160.000   10.952    9.054   11.015
-150.000    7.264    5.779    7.073
-140.000    4.639    3.371    4.441
-130.000    2.838    1.764    2.791
-120.000    1.637    0.783    1.738
-110.000    0.883    0.259    0.854
-100.000    0.298    0.041    0.220
 -90.000    0.000    0.001    0.004
 -80.000    0.188    0.077    0.193
 -70.000    0.693    0.309    0.805
 -60.000    1.640    0.684    1.646
 -50.000    2.444    1.776    2.599
 -40.000    4.093    3.522    3.991
 -30.000    6.599    6.263    6.329
 -20.000    9.680    9.998    9.611
 -10.000   13.002   14.258   14.034
   0.000   19.184   16.428   17.877
  10.000   13.344   14.317   14.824
  20.000    9.394    9.968    9.664
  30.000    6.864    6.350    6.364
  40.000    4.298    3.501    4.066
  50.000    2.557    1.707    2.615
  60.000    1.440    0.715    1.596
  70.000    0.794    0.229    0.717
  80.000    0.267    0.037    0.105
  90.000    0.016    0.000    0.000
 100.000    0.317    0.086    0.342
 110.000    0.752    0.340    0.946
 120.000    1.512    0.893    1.681
 130.000    2.617    1.872    2.570
 140.000    4.304    3.450    4.104
 150.000    6.902    5.798    6.792
 160.000   10.395    9.025   10.708
 170.000   14.497   13.078   15.743
 180.000   19.073   14.893   16.826
