# angle ref     MM_init MM_fit  
-170.000    2.716    2.177    2.789
-160.000    2.187    1.487    2.232
-150.000    1.688    0.833    1.673
-140.000    1.157    0.333    1.136
-130.000    0.591    0.043    0.607
-120.000    0.170    0.000    0.204
-110.000    0.011    0.173    0.000
-100.000    0.205    0.491    0.133
 -90.000    0.518    0.837    0.406
 -80.000    0.624    1.138    0.670
 -70.000    0.835    1.388    0.961
 -60.000    1.324    1.618    1.383
 -50.000    1.999    1.908    1.979
 -40.000    2.790    2.300    2.656
 -30.000    3.187    2.779    3.316
 -20.000    3.280    3.175    3.642
 -10.000    3.519    3.351    3.649
  -0.000    3.550    3.205    3.362
  10.000    2.756    2.585    2.861
  20.000    2.260    1.800    2.293
  30.000    1.730    1.037    1.755
  40.000    1.213    0.418    1.149
  50.000    0.602    0.056    0.583
  60.000    0.156    0.005    0.222
  70.000    0.000    0.214    0.090
  80.000    0.258    0.550    0.159
  90.000    0.539    0.884    0.339
 100.000    0.633    1.168    0.593
 110.000    0.871    1.403    0.910
 120.000    1.372    1.628    1.370
 130.000    1.926    1.883    1.971
 140.000    2.570    2.242    2.618
 150.000    3.171    2.605    3.070
 160.000    3.293    2.909    3.269
 170.000    3.465    2.983    3.292
 180.000    3.434    2.776    3.209
