# angle ref     MM_init MM_fit  
-180.000   11.271    9.613   10.604
-170.000    7.936    6.522    7.576
-160.000    4.935    4.030    4.857
-150.000    2.261    2.144    2.655
-140.000    1.018    0.903    1.227
-130.000    0.451    0.233    0.371
-120.000    0.000    0.000    0.000
-110.000    0.112    0.017    0.068
-100.000    0.741    0.294    0.680
 -90.000    1.545    0.999    1.803
 -80.000    2.983    2.228    3.424
 -70.000    5.620    4.065    5.469
 -60.000    8.656    6.514    7.521
 -50.000   10.389    9.650    9.910
 -40.000    8.145   11.427    8.990
 -30.000    6.169   10.116    6.400
 -20.000    5.199    9.148    4.936
 -10.000    4.627    8.480    4.425
   0.000    4.154    7.876    4.170
  10.000    3.561    7.237    3.805
  20.000    3.203    6.689    3.393
  30.000    2.913    6.234    2.853
  40.000    3.050    6.140    2.788
  50.000    3.354    6.418    3.166
  60.000    3.562    6.956    3.805
  70.000    3.008    6.718    3.174
  80.000    2.768    6.249    2.691
  90.000    2.702    6.018    2.674
 100.000    2.930    5.943    2.967
 110.000    3.588    6.176    3.610
 120.000    4.249    6.661    4.342
 130.000    4.999    7.352    4.876
 140.000    5.600    8.224    5.365
 150.000    6.607    9.420    6.416
 160.000    8.190   10.950    8.214
 170.000    8.507   12.274   10.025
