# angle ref     MM_init MM_fit  
-180.000    0.000    0.000    0.000
-170.000    0.345    0.166    0.276
-160.000    0.659    0.610    0.592
-150.000    1.184    1.111    1.053
-140.000    1.720    1.899    1.461
-130.000    1.207    3.365    1.498
-120.000    1.441    2.975    1.486
-110.000    1.305    2.745    1.071
-100.000    0.435    2.656    0.499
 -90.000    0.143    2.174    0.222
 -80.000    0.213    1.823    0.162
 -70.000    0.518    1.476    0.545
 -60.000    1.116    1.532    1.101
 -50.000    2.448    2.037    2.430
 -40.000    3.755    2.954    3.703
 -30.000    5.440    4.207    5.442
 -20.000    6.887    5.678    7.099
 -10.000    9.025    7.156    9.177
  -0.000   10.486    8.475   10.083
  10.000    9.440    7.203    9.153
  20.000    7.097    5.710    7.243
  30.000    5.101    4.224    5.306
  40.000    3.538    2.976    3.557
  50.000    2.100    2.043    2.078
  60.000    1.313    1.552    1.199
  70.000    0.560    1.489    0.624
  80.000    0.265    1.840    0.303
  90.000    0.165    2.158    0.253
 100.000    0.483    2.582    0.401
 110.000    1.243    2.719    0.976
 120.000    0.981    3.567    1.315
 130.000    1.249    3.311    1.549
 140.000    1.742    1.826    1.488
 150.000    1.235    1.052    1.137
 160.000    0.705    0.486    0.645
 170.000    0.206    0.159    0.141
