# angle ref     MM_init MM_fit  
-180.000    0.000    0.379    0.000
-170.000    0.088    0.114    0.083
-160.000    0.280    0.000    0.328
-150.000    0.586    0.031    0.646
-140.000    1.049    0.192    0.992
-130.000    1.205    0.431    1.074
-120.000    1.470    0.778    1.410
-110.000    1.782    1.212    1.760
-100.000    2.106    1.717    2.120
 -90.000    2.435    2.271    2.421
 -80.000    2.507    2.856    2.530
 -70.000    2.639    3.439    2.640
 -60.000    2.797    3.994    2.828
 -50.000    3.209    4.509    3.173
 -40.000    3.617    4.973    3.564
 -30.000    3.942    5.371    3.946
 -20.000    4.128    5.678    4.222
 -10.000    4.421    5.868    4.415
  -0.000    4.551    5.926    4.483
  10.000    4.579    5.855    4.564
  20.000    4.537    5.664    4.539
  30.000    4.380    5.408    4.399
  40.000    3.970    5.101    4.013
  50.000    3.621    4.811    3.608
  60.000    3.317    4.577    3.291
  70.000    3.157    4.382    3.090
  80.000    2.847    4.248    2.904
  90.000    2.858    4.112    2.868
 100.000    2.690    3.958    2.750
 110.000    2.692    3.734    2.617
 120.000    2.208    3.421    2.124
 130.000    1.658    2.998    1.716
 140.000    1.246    2.465    1.320
 150.000    0.953    1.866    0.910
 160.000    0.487    1.310    0.422
 170.000    0.167    0.786    0.116
