# angle ref     MM_init MM_fit  
-180.000    0.097    1.028    0.119
-170.000    0.759    2.273    0.738
-160.000    1.511    3.856    1.434
-150.000    2.139    5.440    2.009
-140.000    2.680    6.642    2.645
-130.000    2.714    7.094    2.933
-120.000    2.965    6.589    2.968
-110.000    2.614    5.425    2.670
-100.000    1.943    3.933    1.919
 -90.000    1.158    2.431    1.231
 -80.000    0.789    1.254    0.799
 -70.000    0.804    0.461    0.766
 -60.000    1.273    0.043    1.064
 -50.000    1.659    0.000    1.630
 -40.000    2.151    0.359    2.398
 -30.000    2.796    1.000    2.943
 -20.000    3.280    1.638    3.310
 -10.000    3.386    2.082    3.231
  -0.000    2.883    2.366    2.825
  10.000    2.104    2.366    1.951
  20.000    1.175    2.144    1.000
  30.000    0.384    1.941    0.298
  40.000    0.000    1.920    0.000
  50.000    0.079    2.223    0.167
  60.000    0.705    2.520    0.710
  70.000    1.321    3.097    1.161
  80.000    2.163    4.415    2.024
  90.000    3.618    6.153    3.634
 100.000    5.410    7.486    5.476
 110.000    6.901    7.760    6.958
 120.000    7.558    6.830    7.016
 130.000    6.435    5.117    6.106
 140.000    4.650    3.290    4.528
 150.000    2.385    1.704    2.658
 160.000    0.871    0.674    0.994
 170.000    0.079    0.432    0.118
