# angle ref     MM_init MM_fit  
-170.000    1.877    2.705    1.793
-160.000    1.675    2.936    1.696
-150.000    1.272    3.038    1.320
-140.000    0.732    3.007    0.782
-130.000    0.303    2.893    0.282
-120.000    0.007    2.776    0.000
-110.000    0.000    2.719    0.049
-100.000    0.359    2.743    0.436
 -90.000    1.047    2.829    1.077
 -80.000    1.903    2.929    1.785
 -70.000    2.401    2.988    2.314
 -60.000    2.349    2.977    2.467
 -50.000    1.998    2.859    2.084
 -40.000    1.622    2.767    1.573
 -30.000    1.121    2.686    1.042
 -20.000    0.695    2.657    0.733
 -10.000    0.929    2.847    1.015
  -0.000    1.367    3.219    1.270
  10.000    2.094    3.794    2.075
  20.000    3.070    4.573    3.209
  30.000    4.447    5.266    4.494
  40.000    5.534    5.248    5.146
  50.000    4.462    4.047    4.733
  60.000    3.687    2.216    3.612
  70.000    2.580    0.855    2.596
  80.000    1.757    0.143    1.697
  90.000    1.008    0.000    0.968
 100.000    0.564    0.302    0.547
 110.000    0.487    0.877    0.557
 120.000    0.664    1.449    0.772
 130.000    0.911    1.745    0.892
 140.000    0.947    1.731    0.824
 150.000    0.846    1.705    0.842
 160.000    0.921    1.828    1.018
 170.000    1.278    2.081    1.320
 180.000    1.704    2.397    1.630
